"BA_2nd_BA_1st","BA_2nd_Conjugation","BA_2nd_Synthesis","Sum_AA","Sum_Aromatic_AA","Sum_BCAA","Sum_CE","Sum_Cer","Sum_DG","Sum_Indoles","Sum_LCFA_Cer","Sum_LPC","Sum_PC","Sum_PC_aa","Sum_PC_ae","Sum_Saturated_TG","Sum_SM","Sum_TG","Sum_Unsaturated_TG","Sum_VLCFA_Cer","TMAO_Synthesis"
0.0934493436664261,-1.09687710327106,0.0822234380492349,0.0321500081511292,0.0236289288430163,-0.0511597471480982,0.0790006299759956,0.221523216712096,0.285027241326414,0.0536349665776528,0.102037803293702,0.0784020960587419,0.177941787520661,0.183903551618814,0.109416327785672,0.0399439536433084,0.147042903403716,0.152437092259474,0.153329706338456,0.266697830506888,-0.084350120822954
0.0937710612448176,-0.397615456942924,0.00142345039234626,0.192414607189829,0.178302125001003,0.061225365064745,-0.0533291742553015,0.20139827326479,0.153106941014905,0.427548346230243,0.230284732912052,-0.115766686877336,-0.0747267688771611,-0.0702036207511121,-0.130249213142537,0.123303793217758,0.0138551463746195,0.104521085309377,0.104305688395391,0.187139823643593,0.0201722235739929
-0.00127084328429494,-0.159543175783647,-0.0474312568117998,0.0112026084525301,0.0043702050126182,-0.123834387881875,-0.438779144371207,0.339580017825859,0.0656232290586969,0.174969926969158,0.249296603499785,-0.286335501782998,0.0952706128652743,0.107647462834326,-0.033518545985415,0.737248183387698,-0.0537446809793156,0.146576619640062,0.140254638181521,0.376261195628232,0.0938667510645123
0.0673907433739842,-0.308483216879105,0.0342825799180276,-0.130082171618094,-0.314636037244399,-0.523544359292776,0.00583283936328094,0.141400825069919,-0.329724949398096,0.765446038623142,0.142264889572043,0.115561369927382,-0.0580166411453433,-0.0464866842665419,-0.211959302275945,1.14270289223948,-0.097578394297118,-0.0814659846944927,-0.0952119252093908,0.146835297393022,0.113897853914408
0.199142257282135,-0.0944303124717096,0.264423270675687,-0.100593774949047,-0.139433317683823,-0.0533081258177983,0.422369344969926,-0.0358978096732718,0.201306455098813,0.118306637935667,-0.0528135754967098,-0.138765507822069,-0.198544192406496,-0.208394294834163,-0.0759766255821717,1.21850737035094,-0.113632638287433,0.415424412852097,0.404016032875772,-0.0255215988222641,0.0813059244668337
0.0490124866568881,0.202759087276564,0.102181216973631,0.0764103567635193,-0.0961925270656216,0.0771738716289789,0.236233472517053,0.0496740488324008,0.0679604645530105,-0.845863088353275,0.053503936760678,-0.531257581157621,-0.170814153420626,-0.179682710623993,-0.0693657833108929,-0.518696142733588,0.141142149978853,0.192637338414743,0.196508112018527,0.0490361404941542,-0.0421261108974925
0.104685690461536,-0.165215196120127,0.161356556569243,0.177532176425723,0.141649596266611,0.0780755021941335,0.156163064029021,0.493584644540543,0.498425623734775,-0.0782937131525685,0.432501927658047,0.201055956466661,0.253434879409259,0.247316159931326,0.33171966180935,-0.227914116376076,0.265100885284685,0.43595786803459,0.442196210496126,0.499034562067854,-0.107005705972262
0.0637253854856159,0.244717384006981,0.116657600846453,0.568587676215696,0.406419060562956,0.357853581219373,-0.281767565995077,0.299565869232196,-0.040043547628815,1.1248689888624,0.262003765912596,0.698334603791085,0.272388496340183,0.258547800886136,0.41354092019226,0.661051170680593,0.0932930099127622,-0.00784715319487717,-0.0218331156483824,0.306078481969989,0.757497447506069
-0.0229346105207404,-0.497655576653605,-0.0398525423868096,-0.0211253761848305,-0.152351495013336,-0.198790342888768,-0.0369742584328261,0.17197815924442,-0.445284611579198,0.729504718469191,0.156025765324071,-0.193684695258112,-0.0694396413529255,-0.0816510174347851,0.0712352924373487,-0.918088497956398,0.0773142395167099,-0.43187910424292,-0.427546858320573,0.168994765843427,-0.053932633858155
0.301350143109441,-1.13254814738434,0.405113447840891,-0.376309821121524,-0.358786162799624,-0.267432030615342,-0.232762389869624,0.0657329715356409,-0.591626118622634,-0.889023219219383,0.0336448362022255,-0.513707762655065,-0.113466905067542,-0.1535782213576,0.298195668039554,-1.02968377415286,-0.0117744296322666,-0.597010051608814,-0.593742312645691,0.0833395335624063,-0.0237582604151959
-0.206607816559975,0.473754621070721,-0.26521414266519,0.173228776099025,0.124542400787472,0.0617531254063444,-0.240167370512053,0.244354183208443,0.0110756972295611,0.251749072924449,0.27572369537714,-0.0124712489039682,0.229651272015369,0.238529535910359,0.130050806772599,0.129903584360648,0.192267394102997,-0.278586659730948,-0.282501877995347,0.22146672383238,-0.0588321496162537
